1.256637061435917357e-01 1.418736629912875635e-05
1.777153175263346541e-01 7.118720901384129052e-05
2.176559237081061582e-01 8.836629778602445029e-05
2.513274122871834715e-01 1.623954791821202726e-04
2.809925892416290649e-01 1.594753100734279394e-04
3.078119592388474657e-01 1.667206089799785353e-04
3.554306350526693081e-01 1.819630284123630037e-04
3.868783485888691032e-01 1.530165121557007838e-04
4.372497100512207080e-01 1.466789972630593714e-04
4.701905343415598293e-01 1.590567537524597566e-04
5.270269303151603468e-01 1.515604262601370701e-04
5.747204977080292432e-01 2.232721424527870605e-04
6.366306527624844280e-01 1.582727540899961404e-04
7.091822013559121451e-01 2.066401384958688127e-04
7.914819495431303364e-01 3.194744071438171255e-04
8.723734353134037223e-01 3.693903970906000245e-04
9.531603407746890300e-01 3.871574292145714977e-04
1.058913710152651344e+00 4.947787840643940024e-04
1.172065907286768738e+00 5.680402672412088877e-04
1.289546811341646615e+00 7.306411115068079916e-04
1.424518917715982269e+00 8.601008962246790325e-04
1.575397732909986637e+00 1.029881009296823580e-03
1.741225886158310976e+00 1.228343669167663568e-03
1.920250525584354051e+00 1.398526314220600256e-03
2.115953835999007548e+00 1.609604638983821523e-03
2.338591054505260391e+00 1.822031321948187291e-03
2.583337795025800521e+00 1.990360260326475700e-03
2.851397722068469420e+00 2.110437126419215971e-03
3.149427385536584190e+00 2.065555687728644167e-03
3.475569544644423026e+00 1.990527129624183530e-03
3.835566334743515604e+00 1.944662328638708474e-03
4.234755474316346024e+00 1.997674168979214366e-03
4.676307888299342075e+00 2.141189491446915220e-03
5.165458949989681692e+00 2.376280519648231709e-03
5.705122267413554660e+00 2.663398168521707854e-03
6.298878337302882713e+00 3.036004299425418620e-03
6.951884188119825225e+00 3.436726208573450802e-03
7.674695723199219444e+00 3.917853438603536957e-03
8.474012264380675674e+00 4.444602008462039851e-03
9.356384283512976907e+00 5.014636607757471352e-03
1.033075035479467552e+01 5.545924690425038141e-03
1.140605530054031647e+01 6.050249733163610283e-03
1.259335603783985036e+01 6.531778670898048290e-03
1.390356032927294727e+01 6.870502841110937529e-03
1.535044353029114994e+01 7.102919914950389831e-03
