# l TT EE TE
1.319000000000000000e+03 7.205458077877026426e+02 2.981295931330112836e+01 -4.458757071815519168e+01
1.320000000000000000e+03 7.208281280911454587e+02 2.973728137338454403e+01 -4.517672070656891492e+01
1.321000000000000000e+03 7.211567297839494586e+02 2.965830530086685002e+01 -4.575782500663106589e+01
1.322000000000000000e+03 7.215309903641843903e+02 2.957610131964565170e+01 -4.633071517302349207e+01
1.323000000000000000e+03 7.219488059613659061e+02 2.949066507387233216e+01 -4.689514790184527726e+01
1.324000000000000000e+03 7.224103054809899049e+02 2.940206619707792157e+01 -4.745087929222710699e+01
1.325000000000000000e+03 7.229141363953906421e+02 2.931022546391613659e+01 -4.799766482475662599e+01
1.326000000000000000e+03 7.234596932111877550e+02 2.921528621005370141e+01 -4.853533362372644433e+01
1.327000000000000000e+03 7.240463745928551589e+02 2.911724291716128121e+01 -4.906371415270377412e+01
1.328000000000000000e+03 7.246728404823664960e+02 2.901608978254546045e+01 -4.958248562692945427e+01
1.329000000000000000e+03 7.253377548848361585e+02 2.891196928890211382e+01 -5.009147512706962857e+01
1.330000000000000000e+03 7.260412714850317570e+02 2.880487507317407037e+01 -5.059058329579746527e+01
1.331000000000000000e+03 7.267820622494958798e+02 2.869487478004341341e+01 -5.107956146771711303e+01
1.332000000000000000e+03 7.275580601994975041e+02 2.858196149802602548e+01 -5.155823450065435054e+01
1.333000000000000000e+03 7.283701735197520293e+02 2.846620232968874475e+01 -5.202642647329280834e+01
1.334000000000000000e+03 7.292163428074748026e+02 2.834773839497170300e+01 -5.248388638316986743e+01
1.335000000000000000e+03 7.300952551724359409e+02 2.822648770060856194e+01 -5.293043669554305808e+01
1.336000000000000000e+03 7.310070869926279329e+02 2.810259084467729451e+01 -5.336604760912077694e+01
1.337000000000000000e+03 7.319497896555624266e+02 2.797603960272663315e+01 -5.379046562114775298e+01
1.338000000000000000e+03 7.329235464807104563e+02 2.784697406552577092e+01 -5.420358492788855642e+01
1.339000000000000000e+03 7.339263156176193661e+02 2.771531122538998204e+01 -5.460515027396473187e+01
1.340000000000000000e+03 7.349568012903973795e+02 2.758126496463235711e+01 -5.499512835359366392e+01
1.341000000000000000e+03 7.360151965333918724e+02 2.744467750806914452e+01 -5.537333637718443669e+01
1.342000000000000000e+03 7.370994689131671294e+02 2.730583654566665430e+01 -5.573951633933370431e+01
1.343000000000000000e+03 7.382090745973780486e+02 2.716458383471951876e+01 -5.609370642121990613e+01
1.344000000000000000e+03 7.393419869052784179e+02 2.702113232267350540e+01 -5.643564670785577420e+01
1.345000000000000000e+03 7.404984103705461393e+02 2.687539759998270128e+01 -5.676522487477049594e+01
1.346000000000000000e+03 7.416763236161734767e+02 2.672751788908927395e+01 -5.708232760706894737e+01
1.347000000000000000e+03 7.428751934122273042e+02 2.657748263145322554e+01 -5.738684058589713288e+01
1.348000000000000000e+03 7.440930032162546013e+02 2.642535534268046504e+01 -5.767857419180905509e+01
1.349000000000000000e+03 7.453299672270605924e+02 2.627127361721927201e+01 -5.795741205904923987e+01
1.350000000000000000e+03 7.465840732516445541e+02 2.611530056612579287e+01 -5.822345963024677218e+01
1.351000000000000000e+03 7.478547971237617276e+02 2.595742477346858124e+01 -5.847659840429693645e+01
1.352000000000000000e+03 7.491408751765461602e+02 2.579778300643495115e+01 -5.871670865776897585e+01
1.353000000000000000e+03 7.504432743539040302e+02 2.563636323161546215e+01 -5.894381811848331409e+01
1.354000000000000000e+03 7.517533063562611915e+02 2.547345036950407859e+01 -5.915787914358833177e+01
1.355000000000000000e+03 7.530815980802129843e+02 2.530888346458482374e+01 -5.935876870936994010e+01
1.356000000000000000e+03 7.544209497411411576e+02 2.514287280903376143e+01 -5.954651125200580708e+01
1.357000000000000000e+03 7.557715911384042329e+02 2.497547996343696397e+01 -5.972105580774749001e+01
1.358000000000000000e+03 7.571337531801699470e+02 2.480661776208558322e+01 -5.988227600405726037e+01
1.359000000000000000e+03 7.585002394092539362e+02 2.463649601934338662e+01 -6.003026718520774097e+01
1.360000000000000000e+03 7.598712825809574269e+02 2.446517583404062535e+01 -6.016482641981174595e+01
1.361000000000000000e+03 7.612471161916424762e+02 2.429264387843986484e+01 -6.028597247785032920e+01
1.362000000000000000e+03 7.626354027095093215e+02 2.411896097075723944e+01 -6.039372297314420734e+01
1.363000000000000000e+03 7.640215200560301128e+02 2.394426208073013029e+01 -6.048794578980155023e+01
1.364000000000000000e+03 7.654131315919703411e+02 2.376853348472719318e+01 -6.056873049366253525e+01
1.365000000000000000e+03 7.668104726031638165e+02 2.359190990542415278e+01 -6.063609119270585524e+01
1.366000000000000000e+03 7.681989218394360250e+02 2.341445166700892599e+01 -6.068996653195502944e+01
1.367000000000000000e+03 7.695935715077982877e+02 2.323621898444184808e+01 -6.073036825588486920e+01
1.368000000000000000e+03 7.709872287150178636e+02 2.305719768575455220e+01 -6.075730692082035489e+01
1.369000000000000000e+03 7.723727004153932967e+02 2.287759635190344909e+01 -6.077079189134308734e+01
1.370000000000000000e+03 7.737650783612972418e+02 2.269747490514112442e+01 -6.077090562070992519e+01
1.371000000000000000e+03 7.751423122037733719e+02 2.251674461493890078e+01 -6.075765508127847880e+01
1.372000000000000000e+03 7.765194929004541109e+02 2.233568808846419884e+01 -6.073104604595821598e+01
1.373000000000000000e+03 7.778894258217965216e+02 2.215421644155068748e+01 -6.069115737018436363e+01
1.374000000000000000e+03 7.792523440631091489e+02 2.197246357274701367e+01 -6.063806670741254123e+01
1.375000000000000000e+03 7.806010516578268152e+02 2.179048903536739701e+01 -6.057177622514306137e+01
1.376000000000000000e+03 7.819432085447176632e+02 2.160842661058708103e+01 -6.049228688848203461e+01
1.377000000000000000e+03 7.832790454361919501e+02 2.142618717955080143e+01 -6.039974702774011917e+01
1.378000000000000000e+03 7.846013637398611991e+02 2.124397871403467875e+01 -6.029415520555273389e+01
1.379000000000000000e+03 7.859103921829836281e+02 2.106178629809697611e+01 -6.017558306905635135e+01
1.380000000000000000e+03 7.871989300381662815e+02 2.087974355178058872e+01 -6.004395250158924568e+01
1.381000000000000000e+03 7.884820604526800025e+02 2.069776121981006867e+01 -5.989948132645461243e+01
1.382000000000000000e+03 7.897451519269843629e+02 2.051604716233572390e+01 -5.974208904218931337e+01
1.383000000000000000e+03 7.909884283482950877e+02 2.033458637665762225e+01 -5.957184252740695030e+01
1.384000000000000000e+03 7.922121122237763302e+02 2.015343813748935986e+01 -5.938888176166241806e+01
1.385000000000000000e+03 7.934238529659224923e+02 1.997273600322159481e+01 -5.919334554685362804e+01
1.386000000000000000e+03 7.946164417782019882e+02 1.979253925518773372e+01 -5.898544579616327610e+01
1.387000000000000000e+03 7.957826682930200377e+02 1.961290718744157857e+01 -5.876517040602048780e+01
1.388000000000000000e+03 7.969301772105677628e+02 1.943389911303401618e+01 -5.853280324711931826e+01
1.389000000000000000e+03 7.980517548368651433e+02 1.925557437028858843e+01 -5.828840418692724512e+01
1.390000000000000000e+03 7.991550424243167754e+02 1.907806661257526315e+01 -5.803210623124261502e+01
1.391000000000000000e+03 8.002328227105967926e+02 1.890136096406713762e+01 -5.776411553225774753e+01
1.392000000000000000e+03 8.012853049094381959e+02 1.872559116000424240e+01 -5.748441426312284364e+01
1.393000000000000000e+03 8.023201246506592952e+02 1.855074241892402753e+01 -5.719320632803955107e+01
1.394000000000000000e+03 8.033226305190171388e+02 1.837687429939265726e+01 -5.689054595432509842e+01
1.395000000000000000e+03 8.042930257449902456e+02 1.820412070620897893e+01 -5.657663483649019298e+01
1.396000000000000000e+03 8.052389397936029809e+02 1.803239276257525603e+01 -5.625145072927814027e+01
1.397000000000000000e+03 8.061605716024162120e+02 1.786189880076889835e+01 -5.591526744320989195e+01
1.398000000000000000e+03 8.070432611690794147e+02 1.769262438374936863e+01 -5.556806058805906900e+01
1.399000000000000000e+03 8.079020595898415422e+02 1.752462944525918687e+01 -5.521017613632865562e+01
1.400000000000000000e+03 8.087223021936979421e+02 1.735797401237574533e+01 -5.484173616763494152e+01
1.401000000000000000e+03 8.095190354419632968e+02 1.719271820727044542e+01 -5.446293589431297022e+01
1.402000000000000000e+03 8.102775905475771197e+02 1.702892224041416824e+01 -5.407382046043682777e+01
1.403000000000000000e+03 8.110055813730381260e+02 1.686657214576345609e+01 -5.367473102027908993e+01
1.404000000000000000e+03 8.117031907992860624e+02 1.670580264139618620e+01 -5.326578488915006204e+01
1.405000000000000000e+03 8.123631706569369726e+02 1.654667428482344960e+01 -5.284709840841371431e+01
1.406000000000000000e+03 8.129856983570443845e+02 1.638924776225412927e+01 -5.241886124388874180e+01
1.407000000000000000e+03 8.135709484701834526e+02 1.623343532729148819e+01 -5.198133640112687459e+01
1.408000000000000000e+03 8.141265210051689110e+02 1.607944650758597405e+01 -5.153456310705021082e+01
1.409000000000000000e+03 8.146377279357388943e+02 1.592719384238601066e+01 -5.107880252697208334e+01
1.410000000000000000e+03 8.151195915793001632e+02 1.577681287255607856e+01 -5.061424064694031699e+01
1.411000000000000000e+03 8.155574177213480880e+02 1.562829072849149625e+01 -5.014098829042794137e+01
1.412000000000000000e+03 8.159587939931899427e+02 1.548176326947940673e+01 -4.965937826935969923e+01
1.413000000000000000e+03 8.163164480463628934e+02 1.533721795496050255e+01 -4.916944541692746640e+01
1.414000000000000000e+03 8.166379608791521605e+02 1.519471670022626597e+01 -4.867166944025304076e+01
1.415000000000000000e+03 8.169160533611290020e+02 1.505424731451874898e+01 -4.816608353629113992e+01
1.416000000000000000e+03 8.171582995598824937e+02 1.491594635655534518e+01 -4.765301724507241943e+01
1.417000000000000000e+03 8.173574132661358362e+02 1.477980200544627110e+01 -4.713265076718086277e+01
1.418000000000000000e+03 8.175209613214425417e+02 1.464587691603681918e+01 -4.660531211652172345e+01
1.419000000000000000e+03 8.176416501446628899e+02 1.451423394014499912e+01 -4.607103143831941594e+01
1.420000000000000000e+03 8.177196107111790297e+02 1.438486184770221321e+01 -4.553020957989914308e+01
1.421000000000000000e+03 8.177549701323096087e+02 1.425782389830227537e+01 -4.498302384216279393e+01
1.422000000000000000e+03 8.177478515863858775e+02 1.413318356214204208e+01 -4.442957656631772778e+01
1.423000000000000000e+03 8.177058026017016346e+02 1.401085595735669997e+01 -4.387019228782971680e+01
1.424000000000000000e+03 8.176140815900519101e+02 1.389105355527039265e+01 -4.330497205556167017e+01
1.425000000000000000e+03 8.174802278848152355e+02 1.377369191650588220e+01 -4.273423915314486976e+01
1.426000000000000000e+03 8.173043482787883249e+02 1.365883539602155139e+01 -4.215824198551975854e+01
1.427000000000000000e+03 8.170791169654698933e+02 1.354647429651693180e+01 -4.157707981617098625e+01
1.428000000000000000e+03 8.168120605337376219e+02 1.343667343924065882e+01 -4.099099992205427867e+01
1.429000000000000000e+03 8.165032728638509525e+02 1.332942360067716336e+01 -4.040039761468531054e+01
1.430000000000000000e+03 8.161528434274538313e+02 1.322479008313109006e+01 -3.980529627687577232e+01
1.431000000000000000e+03 8.157534288902412527e+02 1.312283843469118416e+01 -3.920609021917012882e+01
1.432000000000000000e+03 8.153125381189397558e+02 1.302356016908022873e+01 -3.860287614988571647e+01
1.433000000000000000e+03 8.148228187399902254e+02 1.292694705239540198e+01 -3.799597318133765356e+01
1.434000000000000000e+03 8.142917705038065606e+02 1.283299110623117834e+01 -3.738555143417165993e+01
1.435000000000000000e+03 8.137120318507204502e+02 1.274183317769142043e+01 -3.677192919335101351e+01
1.436000000000000000e+03 8.130910932827035822e+02 1.265339152476810725e+01 -3.615527579624892240e+01
1.437000000000000000e+03 8.124215839369476271e+02 1.256765895312623549e+01 -3.553590878887994364e+01
1.438000000000000000e+03 8.117035566151098465e+02 1.248477710226464943e+01 -3.491392253072179130e+01
1.439000000000000000e+03 8.109444877657717825e+02 1.240473931404761565e+01 -3.428970820167374001e+01
1.440000000000000000e+03 8.101444207703856364e+02 1.232746491863210991e+01 -3.366335955657790890e+01
1.441000000000000000e+03 8.092959659337194580e+02 1.225302208728313502e+01 -3.303519293237225440e+01
1.442000000000000000e+03 8.083991571787922794e+02 1.218140498405715455e+01 -3.240537585330122994e+01
1.443000000000000000e+03 8.074540236950290364e+02 1.211260805137859897e+01 -3.177414990422776953e+01
1.444000000000000000e+03 8.064680182908400639e+02 1.204670029549948573e+01 -3.114183075351245478e+01
1.445000000000000000e+03 8.054337323490717608e+02 1.198367672133482209e+01 -3.050851104195075081e+01
1.446000000000000000e+03 8.043511808877541398e+02 1.192353261768878880e+01 -2.987443182329376157e+01
1.447000000000000000e+03 8.032278025738100951e+02 1.186626355886188477e+01 -2.923998258731065292e+01
1.448000000000000000e+03 8.020561746896210025e+02 1.181186540614154623e+01 -2.860518129838025558e+01
1.449000000000000000e+03 8.008362982045885019e+02 1.176040859267907379e+01 -2.797049153716692160e+01
1.450000000000000000e+03 7.995755977993101169e+02 1.171181527424019819e+01 -2.733600540527304901e+01
1.451000000000000000e+03 7.982740647661079265e+02 1.166615647641898512e+01 -2.670203774100521343e+01
1.452000000000000000e+03 7.969242557603801060e+02 1.162335499783930892e+01 -2.606882878221128408e+01
1.453000000000000000e+03 7.955261508136327393e+02 1.158348250888954922e+01 -2.543661869938024367e+01
1.454000000000000000e+03 7.940871537960124442e+02 1.154653668994753879e+01 -2.480564769432326955e+01
1.455000000000000000e+03 7.926072357545408522e+02 1.151244123205900927e+01 -2.417608173988379505e+01
1.456000000000000000e+03 7.910863633045008783e+02 1.148126868800784095e+01 -2.354808688663229077e+01
1.457000000000000000e+03 7.895244986727921059e+02 1.145301762225536457e+01 -2.292197785303355317e+01
1.458000000000000000e+03 7.879141713930677042e+02 1.142753832776898371e+01 -2.229792091455902892e+01
1.459000000000000000e+03 7.862627634037174857e+02 1.140497852725230743e+01 -2.167608249376420204e+01
1.460000000000000000e+03 7.845702240460095709e+02 1.138533767222942750e+01 -2.105677775030549981e+01
1.461000000000000000e+03 7.828364984647041638e+02 1.136846694302803762e+01 -2.044009918636857392e+01
1.462000000000000000e+03 7.810615276597030743e+02 1.135444066615887593e+01 -1.982636237054209616e+01
1.463000000000000000e+03 7.792452485388117793e+02 1.134325918005641221e+01 -1.921573454307099738e+01
1.464000000000000000e+03 7.773875939714303058e+02 1.133484883471288285e+01 -1.860838320552280933e+01
1.465000000000000000e+03 7.754884928430092259e+02 1.132928484170326655e+01 -1.800447614333313595e+01
1.466000000000000000e+03 7.735552984603569939e+02 1.132649413957582674e+01 -1.740440429873119754e+01
1.467000000000000000e+03 7.715805035563959109e+02 1.132640396014055462e+01 -1.680818752499863677e+01
1.468000000000000000e+03 7.695714537469679044e+02 1.132916467814290939e+01 -1.621614316011975276e+01
1.469000000000000000e+03 7.675206341858117867e+02 1.133455554229249174e+01 -1.562844034773136137e+01
1.470000000000000000e+03 7.654279546713316904e+02 1.134272750921918949e+01 -1.504517434241505036e+01
1.471000000000000000e+03 7.633081780527978708e+02 1.135353469076389743e+01 -1.446666366531022163e+01
1.472000000000000000e+03 7.611463501846283179e+02 1.136705433719133218e+01 -1.389300442450308992e+01
1.473000000000000000e+03 7.589423700834123565e+02 1.138314113475220424e+01 -1.332444175373250239e+01
1.474000000000000000e+03 7.567109899831037865e+02 1.140194718865977741e+01 -1.276114698285307902e+01
1.475000000000000000e+03 7.544372452883186497e+02 1.142325346990816115e+01 -1.220336622557650763e+01
1.476000000000000000e+03 7.521358814306923932e+02 1.144721264851989417e+01 -1.165112326595190773e+01
1.477000000000000000e+03 7.497993554710091075e+02 1.147368054012786942e+01 -1.110473956311625976e+01
1.478000000000000000e+03 7.474275495535852087e+02 1.150258752147423102e+01 -1.056431428674138040e+01
1.479000000000000000e+03 7.450277709591458688e+02 1.153408709528389409e+01 -1.003000661402811922e+01
1.480000000000000000e+03 7.425924671064532276e+02 1.156796161999543671e+01 -9.502028320750648405e+00
1.481000000000000000e+03 7.401289390052023691e+02 1.160436514241973605e+01 -8.980532375096334619e+00
1.482000000000000000e+03 7.376296279064683858e+02 1.164308056023181948e+01 -8.465679811600756111e+00
1.483000000000000000e+03 7.351018287547444743e+02 1.168418817089379580e+01 -7.957602607858457411e+00
1.484000000000000000e+03 7.325528335381278566e+02 1.172761996792458916e+01 -7.456463129456670558e+00
1.485000000000000000e+03 7.299676462879672272e+02 1.177338248857719272e+01 -6.962409577666327287e+00
1.486000000000000000e+03 7.273609815807966470e+02 1.182133396038663342e+01 -6.475576006886464064e+00
1.487000000000000000e+03 7.247178377863897367e+02 1.187155571562478151e+01 -5.996134340184170242e+00
1.488000000000000000e+03 7.220529239197772995e+02 1.192398077061779382e+01 -5.524212674165700498e+00
1.489000000000000000e+03 7.193660895898268564e+02 1.197854238946999494e+01 -5.059954722130853177e+00
1.490000000000000000e+03 7.166460392246136735e+02 1.203524836417542510e+01 -4.603484916800458571e+00
1.491000000000000000e+03 7.139037596980735998e+02 1.209395816061091899e+01 -4.154929968120551820e+00
1.492000000000000000e+03 7.111376071347466450e+02 1.215475433244218628e+01 -3.714418878459540441e+00
1.493000000000000000e+03 7.083481636617109416e+02 1.221757109989962053e+01 -3.282090385758626994e+00
1.494000000000000000e+03 7.055352661205473623e+02 1.228226862946536890e+01 -2.858066978703870387e+00
1.495000000000000000e+03 7.027002346252334064e+02 1.234893016396625853e+01 -2.442474967262866947e+00
1.496000000000000000e+03 6.998436441107628525e+02 1.241749060104433156e+01 -2.035426668223819568e+00
1.497000000000000000e+03 6.969668100578828671e+02 1.248781077254464833e+01 -1.636998133309270020e+00
1.498000000000000000e+03 6.940695600438195925e+02 1.255997457431505637e+01 -1.247296017074115637e+00
1.499000000000000000e+03 6.911532051394020755e+02 1.263384326088776177e+01 -8.664130191281055327e-01
1.500000000000000000e+03 6.882183114623467191e+02 1.270942685859739463e+01 -4.944501810861207103e-01
1.501000000000000000e+03 6.852654426947217416e+02 1.278666133527405435e+01 -1.315094798858951475e-01
1.502000000000000000e+03 6.822966446822593980e+02 1.286548295322694990e+01 2.223284156332434036e-01
1.503000000000000000e+03 6.793109896192310089e+02 1.294590247404547334e+01 5.669670229507136616e-01
1.504000000000000000e+03 6.763097763356387304e+02 1.302778227867630001e+01 9.023534726796064165e-01
1.505000000000000000e+03 6.732943018585809796e+02 1.311120778012616128e+01 1.228404215314517822e+00
1.506000000000000000e+03 6.702643758104807148e+02 1.319596743405987205e+01 1.545042153666365436e+00
1.507000000000000000e+03 6.672205489843337318e+02 1.328214700186410546e+01 1.852189205629497293e+00
1.508000000000000000e+03 6.641641134158144268e+02 1.336968384460732295e+01 2.149751439032492328e+00
1.509000000000000000e+03 6.610956167872958531e+02 1.345844120145142853e+01 2.437760202278050681e+00
1.510000000000000000e+03 6.580156053389258659e+02 1.354843103500569690e+01 2.716015555950028748e+00
1.511000000000000000e+03 6.549246239466668840e+02 1.363959117560616008e+01 2.984613678533651004e+00
1.512000000000000000e+03 6.518254447073895790e+02 1.373193388305079132e+01 3.243501158685842878e+00
1.513000000000000000e+03 6.487171243406551184e+02 1.382532299076896720e+01 3.492697839460626064e+00
1.514000000000000000e+03 6.456016897878511145e+02 1.391969675095555203e+01 3.732073961951096308e+00
1.515000000000000000e+03 6.424804241228645196e+02 1.401514211265279997e+01 3.961721577382352866e+00
1.516000000000000000e+03 6.393531238046832641e+02 1.411152329877330125e+01 4.181508841107127061e+00
1.517000000000000000e+03 6.362210701068842127e+02 1.420877893460433228e+01 4.391451425558313915e+00
1.518000000000000000e+03 6.330855435386505405e+02 1.430684775876186698e+01 4.591563949112232201e+00
1.519000000000000000e+03 6.299463382673774277e+02 1.440574290111470113e+01 4.781859972384692625e+00
1.520000000000000000e+03 6.268047335529143993e+02 1.450532902666665791e+01 4.962203427948709944e+00
1.521000000000000000e+03 6.236612653380022948e+02 1.460561946392740218e+01 5.132680034995661167e+00
1.522000000000000000e+03 6.205164691800597438e+02 1.470662763224213521e+01 5.293300162899162942e+00
1.523000000000000000e+03 6.173708803490617356e+02 1.480814418559565659e+01 5.443924545710653540e+00
1.524000000000000000e+03 6.142257767614162276e+02 1.491018270791845524e+01 5.584635698093845413e+00
1.525000000000000000e+03 6.110816934095947772e+02 1.501268257335012635e+01 5.715440780159664058e+00
1.526000000000000000e+03 6.079399081325331053e+02 1.511565750750273551e+01 5.836345880236074812e+00
1.527000000000000000e+03 6.048002132114190772e+02 1.521904701470180399e+01 5.947430298059932063e+00
1.528000000000000000e+03 6.016638868109981786e+02 1.532271637222224570e+01 6.048623694380196092e+00
1.529000000000000000e+03 5.985322074109060395e+02 1.542667947502448911e+01 6.140077509002153100e+00
1.530000000000000000e+03 5.954049682370019809e+02 1.553087597947030218e+01 6.221644977222220874e+00
1.531000000000000000e+03 5.922834487026794932e+02 1.563524558104608353e+01 6.293401115718085137e+00
1.532000000000000000e+03 5.891674431696291094e+02 1.573980229208540038e+01 6.355419873833719535e+00
1.533000000000000000e+03 5.860589752233026957e+02 1.584433730198077228e+01 6.407699852288994080e+00
1.534000000000000000e+03 5.829578407624034071e+02 1.594893895592666411e+01 6.450312872816101439e+00
1.535000000000000000e+03 5.798645794377565608e+02 1.605354704813565547e+01 6.483255414204992739e+00
1.536000000000000000e+03 5.767804747500408666e+02 1.615802709958005678e+01 6.506522899274987282e+00
1.537000000000000000e+03 5.737045828062152850e+02 1.626231891924544470e+01 6.520183982264548206e+00
1.538000000000000000e+03 5.706396750948821364e+02 1.636651088189340442e+01 6.524306269633896704e+00
1.539000000000000000e+03 5.675855530647083924e+02 1.647039422131999586e+01 6.518956324787551715e+00
1.540000000000000000e+03 5.645427623915317099e+02 1.657405729266434236e+01 6.504273956715761251e+00
1.541000000000000000e+03 5.615118502335145649e+02 1.667736558219651499e+01 6.480175091539590149e+00
1.542000000000000000e+03 5.584948509894376230e+02 1.678033311915394421e+01 6.446871762998481969e+00
1.543000000000000000e+03 5.554908293747402013e+02 1.688282533607542746e+01 6.404352134316842360e+00
1.544000000000000000e+03 5.525018231857416140e+02 1.698493048067939171e+01 6.352751922513458993e+00
1.545000000000000000e+03 5.495269007011974054e+02 1.708643962573559349e+01 6.292131555102361773e+00
1.546000000000000000e+03 5.465681034418946638e+02 1.718736664799670066e+01 6.222550461213538497e+00
1.547000000000000000e+03 5.436259892374637275e+02 1.728772537213137994e+01 6.144067079619016880e+00
1.548000000000000000e+03 5.406996323008330592e+02 1.738745528169062737e+01 6.056813150667588630e+00
1.549000000000000000e+03 5.377910803102785167e+02 1.748642151360606434e+01 5.960845158115369635e+00
1.550000000000000000e+03 5.349001546335429111e+02 1.758463770322715192e+01 5.856218621864891283e+00
1.551000000000000000e+03 5.320274215792884434e+02 1.768204314710829195e+01 5.743062287180093151e+00
1.552000000000000000e+03 5.291734491601465606e+02 1.777857713730471545e+01 5.621429255944155656e+00
1.553000000000000000e+03 5.263395504550387614e+02 1.787425318331152369e+01 5.491520159354199571e+00
1.554000000000000000e+03 5.235248124830960705e+02 1.796901042099730006e+01 5.353311855139077480e+00
1.555000000000000000e+03 5.207305532698853767e+02 1.806271360731418696e+01 5.207003139765583377e+00
1.556000000000000000e+03 5.179573505607827428e+02 1.815545024905915028e+01 5.052643342495881207e+00
1.557000000000000000e+03 5.152057847069102081e+02 1.824715918015549221e+01 4.890429471341202650e+00
1.558000000000000000e+03 5.124764387135394372e+02 1.833770483999411738e+01 4.720409091364092369e+00
1.559000000000000000e+03 5.097698982860478054e+02 1.842717440232861748e+01 4.542777471363648623e+00
1.560000000000000000e+03 5.070860090384732075e+02 1.851543206919376772e+01 4.357506179395296719e+00
1.561000000000000000e+03 5.044253622048498755e+02 1.860249048340162759e+01 4.164937364173866285e+00
1.562000000000000000e+03 5.017892946782882291e+02 1.868828787306986428e+01 3.965040933775902054e+00
1.563000000000000000e+03 4.991769177078451776e+02 1.877283661371666668e+01 3.758008837724285733e+00
1.564000000000000000e+03 4.965903167786628387e+02 1.885607465640181957e+01 3.543957947372795569e+00
1.565000000000000000e+03 4.940286089648358256e+02 1.893793980643341968e+01 3.323078637628251286e+00
1.566000000000000000e+03 4.914931428058689562e+02 1.901836971863247783e+01 3.095411951474833501e+00
1.567000000000000000e+03 4.889830413261452691e+02 1.909745045966484511e+01 2.861146749322290628e+00
1.568000000000000000e+03 4.864996590731480524e+02 1.917504508592032053e+01 2.620322590632417903e+00
1.569000000000000000e+03 4.840436108040108820e+02 1.925109077298088067e+01 2.373201167357360308e+00
1.570000000000000000e+03 4.816140286758449633e+02 1.932567309465050442e+01 2.119894902633657097e+00
1.571000000000000000e+03 4.792130192800651116e+02 1.939858031753865575e+01 1.860470964163626562e+00
1.572000000000000000e+03 4.768389781502903020e+02 1.946997194825465272e+01 1.595092419610395718e+00
1.573000000000000000e+03 4.744932752997605121e+02 1.953971017763277018e+01 1.323921685037489748e+00
1.574000000000000000e+03 4.721765410675934049e+02 1.960773129407020932e+01 1.047135398845435050e+00
1.575000000000000000e+03 4.698886661394629414e+02 1.967411996293529342e+01 7.648872974900580157e-01
1.576000000000000000e+03 4.676295444027141457e+02 1.973881208854552938e+01 4.773602316271487456e-01
1.577000000000000000e+03 4.654005586360153757e+02 1.980174337724526268e+01 1.846993288669474542e-01
1.578000000000000000e+03 4.632016091884697744e+02 1.986299790057025660e+01 -1.129062762628816052e-01
1.579000000000000000e+03 4.610333425036008066e+02 1.992243667398355811e+01 -4.153125642163290610e-01
1.580000000000000000e+03 4.588949226329680755e+02 1.998006907072768357e+01 -7.223611851397435668e-01
1.581000000000000000e+03 4.567877454298364910e+02 2.003590425125231533e+01 -1.033901725261659799e+00
1.582000000000000000e+03 4.547117243925114849e+02 2.008995115974229151e+01 -1.349784259718341595e+00
1.583000000000000000e+03 4.526667763528188857e+02 2.014206995373788445e+01 -1.669866761926195542e+00
1.584000000000000000e+03 4.506528214945487889e+02 2.019234341837150026e+01 -1.993992799409897154e+00
1.585000000000000000e+03 4.486697833719431401e+02 2.024063126217799891e+01 -2.322013799598225070e+00
1.586000000000000000e+03 4.467190745983012334e+02 2.028701581503772289e+01 -2.653796458795498747e+00
1.587000000000000000e+03 4.447998826894867648e+02 2.033143060769632982e+01 -2.989163295886630767e+00
1.588000000000000000e+03 4.429121414227350328e+02 2.037380893590832542e+01 -3.327955773716507970e+00
1.589000000000000000e+03 4.410565308554233752e+02 2.041423242468795607e+01 -3.670017937026432531e+00
1.590000000000000000e+03 4.392329916738303837e+02 2.045263389165420165e+01 -4.015185250149672314e+00
1.591000000000000000e+03 4.374414680469729433e+02 2.048902019500343030e+01 -4.363299433855871712e+00
1.592000000000000000e+03 4.356826504804010369e+02 2.052332366408104747e+01 -4.714189874551373727e+00
1.593000000000000000e+03 4.339557473297924730e+02 2.055555066407577414e+01 -5.067710746047032089e+00
1.594000000000000000e+03 4.322614561595540863e+02 2.058570731031992551e+01 -5.423686762567404784e+00
1.595000000000000000e+03 4.305997352560040099e+02 2.061372518270426468e+01 -5.781957728775767968e+00
1.596000000000000000e+03 4.289698036452966790e+02 2.063968417421792267e+01 -6.142356234613101762e+00
1.597000000000000000e+03 4.273731124510210293e+02 2.066351535508686155e+01 -6.504722491862099609e+00
1.598000000000000000e+03 4.258088879010177834e+02 2.068522382154619521e+01 -6.868889457292155498e+00
1.599000000000000000e+03 4.242763598487803733e+02 2.070481441071939699e+01 -7.234690240844769527e+00
1.600000000000000000e+03 4.227777331291227938e+02 2.072221741561464015e+01 -7.601965513815944320e+00
1.601000000000000000e+03 4.213107595097284843e+02 2.073751141128668607e+01 -7.970563561852563872e+00
1.602000000000000000e+03 4.198761669164166506e+02 2.075062605067504506e+01 -8.340333055929223249e+00
1.603000000000000000e+03 4.184739444092160170e+02 2.076149069934568203e+01 -8.711115384386740601e+00
1.604000000000000000e+03 4.171040847415402482e+02 2.077025730792903246e+01 -9.082759416366215532e+00
1.605000000000000000e+03 4.157665843700428354e+02 2.077678042668804537e+01 -9.455143766785514714e+00
