# l TT EE TE
4.550000000000000000e+02 1.994908444937310378e+03 1.541028878039395877e+01 -7.155899392400436909e+01
4.560000000000000000e+02 2.005290429539101069e+03 1.523681141310460241e+01 -7.200509323620698865e+01
4.570000000000000000e+02 2.015750021800099375e+03 1.506259287324605900e+01 -7.241568656651742231e+01
4.580000000000000000e+02 2.026272517445113408e+03 1.488778012023156627e+01 -7.279048923642930902e+01
4.590000000000000000e+02 2.036843213518206085e+03 1.471244577008919308e+01 -7.312958766773427044e+01
4.600000000000000000e+02 2.047477121583648795e+03 1.453666237932111294e+01 -7.343306795618357796e+01
4.610000000000000000e+02 2.058144684031733050e+03 1.436050244530361653e+01 -7.370019874419566008e+01
4.620000000000000000e+02 2.068868342449750799e+03 1.418418697373585502e+01 -7.393321967078311729e+01
4.630000000000000000e+02 2.079618540546628083e+03 1.400778834511761772e+01 -7.413065584769472594e+01
4.640000000000000000e+02 2.090417720895828552e+03 1.383137888228579548e+01 -7.429326053105440053e+01
4.650000000000000000e+02 2.101236327883294962e+03 1.365510513449235397e+01 -7.442104377277657079e+01
4.660000000000000000e+02 2.112089376124829414e+03 1.347903931101867769e+01 -7.451475808221296404e+01
4.670000000000000000e+02 2.122962166840942245e+03 1.330332784884361175e+01 -7.457366991276168733e+01
4.680000000000000000e+02 2.133840001148833380e+03 1.312804284634520435e+01 -7.459853099374430485e+01
4.690000000000000000e+02 2.144723036667780434e+03 1.295325634755311661e+01 -7.458934981720815927e+01
4.700000000000000000e+02 2.155596574037089795e+03 1.277904034294180846e+01 -7.454613446493560502e+01
4.710000000000000000e+02 2.166445913549637680e+03 1.260554105376888856e+01 -7.446814976551800669e+01
4.720000000000000000e+02 2.177271211799391949e+03 1.243290464945083862e+01 -7.435688862667794297e+01
4.730000000000000000e+02 2.188057768241182202e+03 1.226112868147817281e+01 -7.421087218244767314e+01
4.740000000000000000e+02 2.198805738565862612e+03 1.209028493488449030e+01 -7.403233530088836289e+01
4.750000000000000000e+02 2.209507849636640913e+03 1.192059371275157531e+01 -7.381979822648446543e+01
4.760000000000000000e+02 2.220164256188969830e+03 1.175212670324212461e+01 -7.357400925314779272e+01
4.770000000000000000e+02 2.230760255790800784e+03 1.158488126418481379e+01 -7.329571621211675847e+01
4.780000000000000000e+02 2.241303430615639172e+03 1.141907755820580306e+01 -7.298492363008597295e+01
4.790000000000000000e+02 2.251793934073235505e+03 1.125478713637609296e+01 -7.264267552661189598e+01
4.800000000000000000e+02 2.262209634149677640e+03 1.109215578991656059e+01 -7.226838120157064793e+01
4.810000000000000000e+02 2.272565540257786324e+03 1.093110641742206468e+01 -7.186278656901843931e+01
4.820000000000000000e+02 2.282832091439445776e+03 1.077193329415177914e+01 -7.142619134711627282e+01
4.830000000000000000e+02 2.293016868278885795e+03 1.061463352181209352e+01 -7.095896903686701762e+01
4.840000000000000000e+02 2.303105166165426908e+03 1.045935273091132167e+01 -7.046149263307884780e+01
4.850000000000000000e+02 2.313082280411885677e+03 1.030616223162527589e+01 -6.993406033558579793e+01
4.860000000000000000e+02 2.322955791374579348e+03 1.015513329870551118e+01 -6.937711839474629016e+01
4.870000000000000000e+02 2.332710994421341184e+03 1.000633717291668923e+01 -6.879096397270296848e+01
4.880000000000000000e+02 2.342340613400956499e+03 9.859993629509421709e+00 -6.817611655645404767e+01
4.890000000000000000e+02 2.351852229059451929e+03 9.716025278703082080e+00 -6.753309510320397635e+01
4.900000000000000000e+02 2.361231137351175676e+03 9.574651835232405261e+00 -6.686234375302812794e+01
4.910000000000000000e+02 2.370477491247395847e+03 9.435944418886899498e+00 -6.616445467586557072e+01
4.920000000000000000e+02 2.379591444086936008e+03 9.299899839594640838e+00 -6.543979665081928943e+01
4.930000000000000000e+02 2.388573149619931883e+03 9.166663449537251651e+00 -6.468903504782196023e+01
4.940000000000000000e+02 2.397415333692832064e+03 9.036380577777094913e+00 -6.391246327360491364e+01
4.950000000000000000e+02 2.406110722624378468e+03 8.909122248411422973e+00 -6.311081988806792253e+01
4.960000000000000000e+02 2.414659471571093036e+03 8.784885182251736424e+00 -6.228447148395117239e+01
4.970000000000000000e+02 2.423046879480436473e+03 8.663814649033394488e+00 -6.143400695341772177e+01
4.980000000000000000e+02 2.431273102483602088e+03 8.545981618631063981e+00 -6.056001463647718452e+01
4.990000000000000000e+02 2.439330868823821220e+03 8.431457046304963399e+00 -5.966300803678686293e+01
5.000000000000000000e+02 2.447212907172360246e+03 8.320386157966279228e+00 -5.874342582133263591e+01
5.010000000000000000e+02 2.454911948734098132e+03 8.212765579296538831e+00 -5.780192919963818809e+01
5.020000000000000000e+02 2.462428161996380823e+03 8.108740405092039083e+00 -5.683917980911748913e+01
5.030000000000000000e+02 2.469754289491763302e+03 8.008307133535263134e+00 -5.585569041347811492e+01
5.040000000000000000e+02 2.476890502254555486e+03 7.911685107694884422e+00 -5.485234464330981297e+01
5.050000000000000000e+02 2.483844399716230328e+03 7.818796532856185699e+00 -5.382972844615628816e+01
5.060000000000000000e+02 2.490601296185851425e+03 7.729786462900638533e+00 -5.278850150600555935e+01
5.070000000000000000e+02 2.497168790819353035e+03 7.644740524872358556e+00 -5.172932296214701609e+01
5.080000000000000000e+02 2.503539625722868095e+03 7.563729490968245983e+00 -5.065292569541328049e+01
5.090000000000000000e+02 2.509706542495154736e+03 7.486809280438905034e+00 -4.955996776429107342e+01
5.100000000000000000e+02 2.515684567108314241e+03 7.414043246551482724e+00 -4.845118097541528357e+01
5.110000000000000000e+02 2.521451582924578361e+03 7.345487321811858372e+00 -4.732714803691911953e+01
5.120000000000000000e+02 2.527022614007295488e+03 7.281197448247453075e+00 -4.618859969666568333e+01
5.130000000000000000e+02 2.532382969767853865e+03 7.221244436049216731e+00 -4.503626617982287428e+01
5.140000000000000000e+02 2.537532814858105212e+03 7.165684252120563258e+00 -4.387072862679074348e+01
5.150000000000000000e+02 2.542472312253672953e+03 7.114565450385100576e+00 -4.269271623248960168e+01
5.160000000000000000e+02 2.547201623031870440e+03 7.067951458801720044e+00 -4.150303196847470844e+01
5.170000000000000000e+02 2.551713477794726259e+03 7.025883439583650691e+00 -4.030225545487500938e+01
5.180000000000000000e+02 2.556000604789200224e+03 6.988424861275649214e+00 -3.909118866768082512e+01
5.190000000000000000e+02 2.560070586375669791e+03 6.955616930632888106e+00 -3.787055881132260993e+01
5.200000000000000000e+02 2.563908717044076639e+03 6.927508308005903892e+00 -3.664101832556738714e+01
5.210000000000000000e+02 2.567522573283617930e+03 6.904155109327869688e+00 -3.540336774322215518e+01
5.220000000000000000e+02 2.570904871601856939e+03 6.885598623053008183e+00 -3.415825856361071544e+01
5.230000000000000000e+02 2.574048324999154374e+03 6.871880168847815717e+00 -3.290641611085012386e+01
5.240000000000000000e+02 2.576967927798262735e+03 6.863026242881901773e+00 -3.164863954189340234e+01
5.250000000000000000e+02 2.579648956977665875e+03 6.859070804869741522e+00 -3.038557900432960679e+01
5.260000000000000000e+02 2.582106398766193252e+03 6.860040423360010742e+00 -2.911795849545537251e+01
5.270000000000000000e+02 2.584332949992643535e+03 6.865969134423687947e+00 -2.784650158758434557e+01
5.280000000000000000e+02 2.586328731298074217e+03 6.876891015288737030e+00 -2.657200572060127541e+01
5.290000000000000000e+02 2.588093858607856873e+03 6.892825329620343666e+00 -2.529504507723514806e+01
5.300000000000000000e+02 2.589635871316254907e+03 6.913791386197183364e+00 -2.401656486058579532e+01
5.310000000000000000e+02 2.590940018732690532e+03 6.939823397581869280e+00 -2.273721275232409411e+01
5.320000000000000000e+02 2.592021258394533561e+03 6.970925911982188694e+00 -2.145793319064325289e+01
5.330000000000000000e+02 2.592872257490860193e+03 7.007118385307434139e+00 -2.017929882886910420e+01
5.340000000000000000e+02 2.593485677803815634e+03 7.048420326413366688e+00 -1.890225338081296158e+01
5.350000000000000000e+02 2.593876460665555442e+03 7.094858727387594044e+00 -1.762744307976538494e+01
5.360000000000000000e+02 2.594029828428643668e+03 7.146438352072213895e+00 -1.635581095721513023e+01
5.370000000000000000e+02 2.593960711206430915e+03 7.203164023025217411e+00 -1.508792830220266801e+01
5.380000000000000000e+02 2.593661748376013293e+03 7.265048051767646342e+00 -1.382458894038786745e+01
5.390000000000000000e+02 2.593140430300564731e+03 7.332080527264078995e+00 -1.256658639475733352e+01
5.400000000000000000e+02 2.592381956565411201e+03 7.404266459538663803e+00 -1.131456532999680853e+01
5.410000000000000000e+02 2.591408662783361706e+03 7.481618353171885616e+00 -1.006924441453450214e+01
5.420000000000000000e+02 2.590213165461455446e+03 7.564126495727133026e+00 -8.831416332231826871e+00
5.430000000000000000e+02 2.588788075436143572e+03 7.651788672958658388e+00 -7.601747228768762632e+00
5.440000000000000000e+02 2.587148282972839297e+03 7.744602742246152083e+00 -6.380947575690231410e+00
5.450000000000000000e+02 2.585293816077386964e+03 7.842536920954942481e+00 -5.169675613989162422e+00
5.460000000000000000e+02 2.583217268922179755e+03 7.945596643324588371e+00 -3.968596793187896932e+00
5.470000000000000000e+02 2.580926086985041820e+03 8.053750278676137242e+00 -2.778391212109097008e+00
5.480000000000000000e+02 2.578420282097914424e+03 8.166921704743817401e+00 -1.599709061333758120e+00
5.490000000000000000e+02 2.575699860906809590e+03 8.285257729936404303e+00 -4.332397195552473712e-01
5.500000000000000000e+02 2.572764824990681973e+03 8.408533826938819900e+00 7.203588029158031203e-01
5.510000000000000000e+02 2.569630027396969581e+03 8.536896952181274756e+00 1.860393397809477767e+00
5.520000000000000000e+02 2.566280601798283442e+03 8.670196944437018161e+00 2.986174192878321865e+00
5.530000000000000000e+02 2.562731390309093968e+03 8.808432278792082570e+00 4.097009619164002636e+00
5.540000000000000000e+02 2.558989802169794984e+03 8.951601518268347490e+00 5.192223081067995238e+00
5.550000000000000000e+02 2.555048385542928372e+03 9.099629031765578802e+00 6.271115801114171440e+00
5.560000000000000000e+02 2.550907112712106482e+03 9.252513562471497366e+00 7.332996519737690733e+00
5.570000000000000000e+02 2.546588236931093434e+03 9.410179662220254926e+00 8.377248336701203613e+00
5.580000000000000000e+02 2.542076865769535743e+03 9.572626259818637351e+00 9.403150416830788672e+00
5.590000000000000000e+02 2.537380388060595124e+03 9.739778095318108342e+00 1.041021225179959586e+01
5.600000000000000000e+02 2.532498760642289653e+03 9.911634288251795155e+00 1.139779480017043589e+01
5.610000000000000000e+02 2.527446793546137087e+03 1.008804548831183645e+01 1.236525904019208788e+01
5.620000000000000000e+02 2.522209580028011260e+03 1.026908529399951853e+01 1.331218880598709831e+01
5.630000000000000000e+02 2.516801923495937444e+03 1.045460455269834377e+01 1.423779650510490846e+01
5.640000000000000000e+02 2.511231195877118807e+03 1.064460277922463227e+01 1.514159165551418873e+01
5.650000000000000000e+02 2.505482481027338963e+03 1.083900530630620196e+01 1.602308373696396515e+01
5.660000000000000000e+02 2.499570573283460817e+03 1.103781185252183938e+01 1.688178217626057531e+01
5.670000000000000000e+02 2.493502835803091784e+03 1.124079938917165933e+01 1.771704776545124815e+01
5.680000000000000000e+02 2.487271772294845505e+03 1.144804212562071832e+01 1.852846406444230709e+01
5.690000000000000000e+02 2.480884740488979787e+03 1.165946580905487906e+01 1.931554025201835145e+01
5.700000000000000000e+02 2.474341667145049996e+03 1.187492200869767345e+01 2.007778539430429277e+01
5.710000000000000000e+02 2.467649904799339311e+03 1.209441096697543472e+01 2.081463414616000662e+01
5.720000000000000000e+02 2.460816803449931285e+03 1.231778446610717737e+01 2.152581815353523353e+01
5.730000000000000000e+02 2.453842282230165438e+03 1.254504296265596786e+01 2.221077177024567106e+01
5.740000000000000000e+02 2.446726257771074415e+03 1.277611273750387255e+01 2.286922631075138668e+01
5.750000000000000000e+02 2.439490929253020113e+03 1.301084589627499888e+01 2.350083861737424584e+01
5.760000000000000000e+02 2.432121351593601503e+03 1.324924322020607548e+01 2.410519104500890819e+01
5.770000000000000000e+02 2.424639718929525316e+03 1.349115703243909792e+01 2.468186572932761180e+01
5.780000000000000000e+02 2.417038509433733452e+03 1.373651404877076665e+01 2.523044457148391118e+01
5.790000000000000000e+02 2.409325055376906676e+03 1.398531537783348888e+01 2.575073207333639402e+01
5.800000000000000000e+02 2.401506686378356335e+03 1.423733938720540060e+01 2.624230962117333021e+01
5.810000000000000000e+02 2.393590729349597495e+03 1.449258740448366645e+01 2.670475832099475255e+01
5.820000000000000000e+02 2.385577080080772703e+03 1.475091229976925611e+01 2.713773326683603671e+01
5.830000000000000000e+02 2.377465631521633895e+03 1.501224133610993050e+01 2.754096352564747718e+01
5.840000000000000000e+02 2.369271130407869350e+03 1.527657616937455209e+01 2.791402927173686166e+01
5.850000000000000000e+02 2.360993463782127037e+03 1.554362143055331913e+01 2.825665890581216289e+01
5.860000000000000000e+02 2.352632515613835949e+03 1.581345327703189518e+01 2.856850618960177712e+01
5.870000000000000000e+02 2.344195595067277281e+03 1.608592512426181642e+01 2.884944736509938679e+01
5.880000000000000000e+02 2.335697436419073256e+03 1.636089049589757138e+01 2.909920972240608350e+01
5.890000000000000000e+02 2.327123057225303000e+03 1.663827730686811535e+01 2.931759443572422086e+01
5.900000000000000000e+02 2.318494613394206681e+03 1.691801357938278372e+01 2.950432798198285766e+01
5.910000000000000000e+02 2.309811972307931228e+03 1.719995315887742748e+01 2.965928497713166934e+01
5.920000000000000000e+02 2.301074997801491918e+03 1.748402428040823509e+01 2.978211674458287561e+01
5.930000000000000000e+02 2.292290978446870213e+03 1.777008100097614474e+01 2.987277128586268304e+01
5.940000000000000000e+02 2.283459770793104326e+03 1.805805176580255278e+01 2.993112184942356890e+01
5.950000000000000000e+02 2.274596084365452043e+03 1.834779084053621645e+01 2.995704120067360421e+01
5.960000000000000000e+02 2.265699768221642898e+03 1.863922687741233375e+01 2.995040160871596058e+01
5.970000000000000000e+02 2.256770667619417054e+03 1.893221434734396524e+01 2.991100054980893574e+01
5.980000000000000000e+02 2.247816052344478521e+03 1.922660782246369138e+01 2.983885782857158731e+01
5.990000000000000000e+02 2.238843188349422689e+03 1.952241054211120641e+01 2.973376986440666769e+01
6.000000000000000000e+02 2.229851909404831986e+03 1.981940299424709906e+01 2.959575538020547114e+01
6.010000000000000000e+02 2.220856899707376670e+03 2.011751436175758556e+01 2.942483241264518767e+01
6.020000000000000000e+02 2.211843116435383308e+03 2.041659976052725867e+01 2.922109220247477879e+01
6.030000000000000000e+02 2.202840080662925629e+03 2.071658871544002523e+01 2.898440243043395270e+01
6.040000000000000000e+02 2.193832739668859176e+03 2.101733656215852974e+01 2.871485303419008517e+01
6.050000000000000000e+02 2.184828322158559331e+03 2.131869872927951093e+01 2.841245906339499783e+01
6.060000000000000000e+02 2.175841481647255932e+03 2.162060502043546606e+01 2.807730923605218720e+01
6.070000000000000000e+02 2.166864583157181642e+03 2.192298532933851973e+01 2.770934307767278071e+01
6.080000000000000000e+02 2.157912273431415542e+03 2.222562107126959674e+01 2.730872232875771388e+01
6.090000000000000000e+02 2.148991767659185371e+03 2.252844231553043031e+01 2.687560808457058670e+01
6.100000000000000000e+02 2.140087992915269751e+03 2.283130493332683386e+01 2.641001221872772931e+01
6.110000000000000000e+02 2.131230443465305598e+03 2.313399059610825503e+01 2.591202022461916599e+01
6.120000000000000000e+02 2.122404040728451491e+03 2.343650390786698523e+01 2.538171692314094230e+01
6.130000000000000000e+02 2.113615988607253712e+03 2.373870098586437294e+01 2.481926073775657926e+01
6.140000000000000000e+02 2.104888345326216495e+03 2.404043802582523526e+01 2.422488368638244793e+01
6.150000000000000000e+02 2.096198596829023700e+03 2.434157130007769965e+01 2.359881709009891537e+01
6.160000000000000000e+02 2.087576225540481573e+03 2.464203143914685867e+01 2.294144013269890081e+01
6.170000000000000000e+02 2.079013570380737747e+03 2.494174914629485684e+01 2.225290843605004554e+01
6.180000000000000000e+02 2.070517825441714649e+03 2.524065519551569636e+01 2.153359975431651563e+01
6.190000000000000000e+02 2.062088755167438649e+03 2.553845757897481050e+01 2.078374254998613324e+01
6.200000000000000000e+02 2.053733551290867581e+03 2.583523577292934448e+01 2.000363883825089673e+01
6.210000000000000000e+02 2.045466833074304532e+03 2.613084646756136209e+01 1.919351561420885233e+01
6.220000000000000000e+02 2.037280934151697920e+03 2.642499784828780562e+01 1.835374769791233618e+01
6.230000000000000000e+02 2.029175616174619790e+03 2.671776957803976771e+01 1.748463487873549482e+01
6.240000000000000000e+02 2.021165497407951307e+03 2.700894424345639067e+01 1.658640191058347213e+01
6.250000000000000000e+02 2.013250339573556403e+03 2.729845305357190455e+01 1.565934707444096752e+01
6.260000000000000000e+02 2.005437333143753676e+03 2.758607870343359281e+01 1.470384217425025319e+01
6.270000000000000000e+02 1.997718812530146806e+03 2.787175250569621099e+01 1.372010968261610664e+01
6.280000000000000000e+02 1.990116826420421830e+03 2.815533153765633756e+01 1.270851987136323658e+01
6.290000000000000000e+02 1.982616282856005000e+03 2.843674720575683779e+01 1.166959080841865415e+01
6.300000000000000000e+02 1.975231804607777804e+03 2.871593095954258246e+01 1.060369122101974426e+01
6.310000000000000000e+02 1.967963159290598469e+03 2.899259143857042531e+01 9.511189060273499862e+00
6.320000000000000000e+02 1.960810116271457446e+03 2.926680873780675185e+01 8.392600066052887442e+00
6.330000000000000000e+02 1.953787303568399921e+03 2.953836585344357601e+01 7.248216347713706931e+00
6.340000000000000000e+02 1.946887066287696371e+03 2.980712009771139392e+01 6.078552083678345319e+00
6.350000000000000000e+02 1.940116608552810703e+03 3.007307737964478633e+01 4.884090956436758724e+00
6.360000000000000000e+02 1.933483136970326541e+03 3.033602078479709618e+01 3.665293580148810904e+00
6.370000000000000000e+02 1.926986432434310018e+03 3.059595627344693369e+01 2.422664355393005842e+00
6.380000000000000000e+02 1.920626278618966580e+03 3.085266697674111569e+01 1.156706899008207001e+00
6.390000000000000000e+02 1.914409890458772225e+03 3.110615889483446139e+01 -1.320982406648003871e-01
6.400000000000000000e+02 1.908337057565133364e+03 3.135621519296790893e+01 -1.443250498707623786e+00
6.410000000000000000e+02 1.902415001031220072e+03 3.160284189954651168e+01 -2.776244149325877153e+00
6.420000000000000000e+02 1.896636088472726897e+03 3.184582220215806814e+01 -4.130508877690399316e+00
6.430000000000000000e+02 1.891022404208168837e+03 3.208516214559438140e+01 -5.505469205021223722e+00
6.440000000000000000e+02 1.885551465822667979e+03 3.232071921131888814e+01 -6.900537058154594838e+00
6.450000000000000000e+02 1.880245364425034268e+03 3.255227659792446104e+01 -8.315139994822821734e+00
6.460000000000000000e+02 1.875103909537798245e+03 3.277984035207596492e+01 -9.748706344130482648e+00
6.470000000000000000e+02 1.870119485828679444e+03 3.300326794790856866e+01 -1.120058349150231614e+01
6.480000000000000000e+02 1.865299338181569738e+03 3.322241685092417640e+01 -1.267032758076366328e+01
6.490000000000000000e+02 1.860643286655950988e+03 3.343729308186978955e+01 -1.415713895555806801e+01
6.500000000000000000e+02 1.856166011538461589e+03 3.364775407958461528e+01 -1.566051584981801703e+01
6.510000000000000000e+02 1.851852483881785020e+03 3.385380584415474914e+01 -1.717973435970211327e+01
6.520000000000000000e+02 1.847709965885328529e+03 3.405538012014123694e+01 -1.871414545605987811e+01
6.530000000000000000e+02 1.843745723877973887e+03 3.425240863999734131e+01 -2.026317509529951266e+01
6.540000000000000000e+02 1.839959599291734776e+03 3.444482310857821972e+01 -2.182617568524335283e+01
6.550000000000000000e+02 1.836358865329459377e+03 3.463248091644314997e+01 -2.340250036228251673e+01
6.560000000000000000e+02 1.832928513527220730e+03 3.481546227066591825e+01 -2.499135441761434961e+01
6.570000000000000000e+02 1.829683252166698821e+03 3.499362449061757729e+01 -2.659224099108769579e+01
6.580000000000000000e+02 1.826622936132584755e+03 3.516689913877387141e+01 -2.820429251209575128e+01
6.590000000000000000e+02 1.823747423571305035e+03 3.533514345050921435e+01 -2.982693924309696243e+01
6.600000000000000000e+02 1.821056575849604769e+03 3.549836318140695823e+01 -3.145946357017995609e+01
6.610000000000000000e+02 1.818550257514489203e+03 3.565641547005817813e+01 -3.310114856122842042e+01
6.620000000000000000e+02 1.816235764605773966e+03 3.580923168538571844e+01 -3.475135224016289470e+01
6.630000000000000000e+02 1.814105539570937026e+03 3.595681742347081666e+01 -3.640928472675175698e+01
6.640000000000000000e+02 1.812166884635924134e+03 3.609902965388447882e+01 -3.807423107701649911e+01
6.650000000000000000e+02 1.810419676729273533e+03 3.623587385055052579e+01 -3.974555127270987498e+01
6.660000000000000000e+02 1.808856367462836261e+03 3.636728113810742968e+01 -4.142253164337077465e+01
6.670000000000000000e+02 1.807484268169830329e+03 3.649325685580111411e+01 -4.310438485496799643e+01
6.680000000000000000e+02 1.806310693198887520e+03 3.661365770388537300e+01 -4.479039846513572343e+01
6.690000000000000000e+02 1.805320674865649153e+03 3.672841459105997330e+01 -4.647993491099381203e+01
6.700000000000000000e+02 1.804528961915182208e+03 3.683760691492782513e+01 -4.817220864605496899e+01
6.710000000000000000e+02 1.803928021089594949e+03 3.694116542496612254e+01 -4.986650897774553215e+01
6.720000000000000000e+02 1.803517750557445652e+03 3.703894650303796965e+01 -5.156220005402310136e+01
6.730000000000000000e+02 1.803298051601143925e+03 3.713102929444156786e+01 -5.325842371559465249e+01
6.740000000000000000e+02 1.803268828663988643e+03 3.721734428746893997e+01 -5.495461946627916205e+01
6.750000000000000000e+02 1.803437417756873856e+03 3.729782187751533939e+01 -5.664993019045739686e+01
6.760000000000000000e+02 1.803796301473341828e+03 3.737246664772190741e+01 -5.834364783918937292e+01
6.770000000000000000e+02 1.804345394115338422e+03 3.744128308264998140e+01 -6.003513913145582848e+01
6.780000000000000000e+02 1.805077185076657315e+03 3.750412699849173492e+01 -6.172347412104041808e+01
6.790000000000000000e+02 1.806006452336493567e+03 3.756100267433591711e+01 -6.340794616510251558e+01
6.800000000000000000e+02 1.807125692458659387e+03 3.761191428246036139e+01 -6.508784905739662463e+01
6.810000000000000000e+02 1.808427405750714115e+03 3.765671731866763849e+01 -6.676225416117364375e+01
6.820000000000000000e+02 1.809911524729646089e+03 3.769549001718281289e+01 -6.843053037680135731e+01
6.830000000000000000e+02 1.811585414243702189e+03 3.772808764706994822e+01 -7.009182414005560702e+01
6.840000000000000000e+02 1.813449014899356143e+03 3.775458821072562188e+01 -7.174557938916491651e+01
6.850000000000000000e+02 1.815487414843381202e+03 3.777506959089873817e+01 -7.339109184605362657e+01
6.860000000000000000e+02 1.817707991650404892e+03 3.778946098126272091e+01 -7.502728614783733008e+01
6.870000000000000000e+02 1.820110699061289552e+03 3.779791430155628973e+01 -7.665435006563809850e+01
6.880000000000000000e+02 1.822695495474898053e+03 3.780028421074629108e+01 -7.827158026454451090e+01
6.890000000000000000e+02 1.825462344090746228e+03 3.779672237278167302e+01 -7.987753085193436675e+01
6.900000000000000000e+02 1.828403784701552240e+03 3.778730603686906164e+01 -8.147149902864228466e+01
6.910000000000000000e+02 1.831519790535641278e+03 3.777188946831157068e+01 -8.305352506989150640e+01
6.920000000000000000e+02 1.834810340046684360e+03 3.775054964742396635e+01 -8.462290663600383311e+01
6.930000000000000000e+02 1.838275417050736678e+03 3.772328913348041368e+01 -8.617894158802745608e+01
6.940000000000000000e+02 1.841907582509051508e+03 3.769018462973550498e+01 -8.772018513317181032e+01
6.950000000000000000e+02 1.845714259706913026e+03 3.765116413099244141e+01 -8.924667831021363895e+01
6.960000000000000000e+02 1.849673164274261808e+03 3.760615548874383052e+01 -9.075697662961377432e+01
6.970000000000000000e+02 1.853806587803416278e+03 3.755538354337883078e+01 -9.225112139373311493e+01
6.980000000000000000e+02 1.858092257753484546e+03 3.749870157091973510e+01 -9.372766833676223541e+01
6.990000000000000000e+02 1.862545049401865754e+03 3.743618554936434606e+01 -9.518665894477764766e+01
7.000000000000000000e+02 1.867150130781285043e+03 3.736791130656452253e+01 -9.662739193056317788e+01
7.010000000000000000e+02 1.871907534138576466e+03 3.729388024902828391e+01 -9.804916631815933670e+01
7.020000000000000000e+02 1.876809874786721593e+03 3.721409368550024510e+01 -9.945128223170252113e+01
7.030000000000000000e+02 1.881864632377795033e+03 3.712870135098813762e+01 -1.008337829012200046e+02
7.040000000000000000e+02 1.887071864618804511e+03 3.703762997404687951e+01 -1.021944830326390701e+02
7.050000000000000000e+02 1.892409350603570147e+03 3.694102897651202255e+01 -1.035341686327475088e+02
7.060000000000000000e+02 1.897899445984585554e+03 3.683889905477505522e+01 -1.048513971438166124e+02
7.070000000000000000e+02 1.903519942776615380e+03 3.673138931265071960e+01 -1.061462115985476515e+02
7.080000000000000000e+02 1.909270924502357957e+03 3.661835155929058061e+01 -1.074186549298767659e+02
7.090000000000000000e+02 1.915159909472085019e+03 3.650008314320807301e+01 -1.086665414457983445e+02
7.100000000000000000e+02 1.921172137349543618e+03 3.637650983282377837e+01 -1.098906566544907975e+02
7.110000000000000000e+02 1.927307710856947324e+03 3.624770580012901888e+01 -1.110903002341787555e+02
7.120000000000000000e+02 1.933574167365530911e+03 3.611374505290146431e+01 -1.122640288482402440e+02
7.130000000000000000e+02 1.939949337072430808e+03 3.597462715049854154e+01 -1.134118846304411505e+02
7.140000000000000000e+02 1.946440769718527008e+03 3.583050005373682723e+01 -1.145331666601052660e+02
7.150000000000000000e+02 1.953048592741188259e+03 3.568136299033114511e+01 -1.156279166125012381e+02
7.160000000000000000e+02 1.959758082816706519e+03 3.552721502142646415e+01 -1.166954330692282156e+02
7.170000000000000000e+02 1.966569379143275683e+03 3.536812932470623849e+01 -1.177342714987572236e+02
7.180000000000000000e+02 1.973482626612437343e+03 3.520417891057534376e+01 -1.187444727421576403e+02
7.190000000000000000e+02 1.980490547321482154e+03 3.503551090542846680e+01 -1.197253344887906081e+02
7.200000000000000000e+02 1.987593297128097447e+03 3.486212370098988345e+01 -1.206776397622740689e+02
7.210000000000000000e+02 1.994783608796358976e+03 3.468423837175549806e+01 -1.215999427263742660e+02
7.220000000000000000e+02 2.002061648536951452e+03 3.450185297399016804e+01 -1.224922828412785236e+02
7.230000000000000000e+02 2.009427587490790984e+03 3.431518824683882940e+01 -1.233546991748286246e+02
7.240000000000000000e+02 2.016874173207749664e+03 3.412431619499447066e+01 -1.241864875489191178e+02
7.250000000000000000e+02 2.024401586172207317e+03 3.392930865596883194e+01 -1.249869433560895402e+02
7.260000000000000000e+02 2.032002582924658554e+03 3.373023730044370438e+01 -1.257568472112894682e+02
7.270000000000000000e+02 2.039677352582365302e+03 3.352724791621116651e+01 -1.264947507586202136e+02
7.280000000000000000e+02 2.047426088308289309e+03 3.332033755819058740e+01 -1.272014336635071174e+02
7.290000000000000000e+02 2.055226702079529332e+03 3.310972596655315670e+01 -1.278747037497061285e+02
7.300000000000000000e+02 2.063094251309456922e+03 3.289533558290401061e+01 -1.285160824968731959e+02
7.310000000000000000e+02 2.071021511867740173e+03 3.267738581909012652e+01 -1.291248623428755309e+02
7.320000000000000000e+02 2.078993834605628308e+03 3.245587307355911832e+01 -1.296995923365238355e+02
7.330000000000000000e+02 2.087018858585367070e+03 3.223101643333901478e+01 -1.302410494605289273e+02
7.340000000000000000e+02 2.095089369161781633e+03 3.200273769057466211e+01 -1.307477816043874270e+02
7.350000000000000000e+02 2.103190726170523703e+03 3.177132989519252959e+01 -1.312213073927752873e+02
7.360000000000000000e+02 2.111338005523181891e+03 3.153686308811213834e+01 -1.316601734887545945e+02
7.370000000000000000e+02 2.119509143905358542e+03 3.129933286957104599e+01 -1.320644115875219882e+02
7.380000000000000000e+02 2.127711793786281760e+03 3.105895753454331043e+01 -1.324340527301550310e+02
7.390000000000000000e+02 2.135938753182162600e+03 3.081580665672378316e+01 -1.327683844525857637e+02
7.400000000000000000e+02 2.144182822229457543e+03 3.057002394061997563e+01 -1.330666936048323237e+02
7.410000000000000000e+02 2.152436803065854292e+03 3.032175293972146690e+01 -1.333304948404945947e+02
